Imdb_id,Genre,Title,Description,Director,Release_date,Release_Year,Revenue,Runtime,Ratings,Votes
tt0454945,"Comedy,Romance,Sport",She's the Man,"Viola Johnson is in a real jam. Complications threaten her scheme to pose as her twin brother, Sebastian, and take his place at a new boarding school. She falls in love with her handsome roommate, Duke, who loves beautiful Olivia, who has fallen for Sebastian! As if that were not enough, Viola's twin returns from London ahead of schedule but has no idea that his sister has already replaced him on campus.",Andy Fickman,2006-03-17,2006,1.81145795E7,105.0,6.4,61777.5
tt0454848,"Crime,Drama,Mystery",Inside Man,"Bank robber Dalton Russell enters a Manhattan bank, locks the doors and takes hostages, working methodically and without haste. Detective Frazier is assigned to negotiate, but his mind is occupied with the corruption charges he is facing. With an army of police surrounding the bank, the thief, the cop and a high-profile 'fixer' enter high-stakes negotiations.",Spike Lee,2006-03-23,2006,1.36438127E8,129.0,7.449999999999999,143556.0
tt0454841,Horror,The Hills Have Eyes,"Based on Wes Craven's 1977 suspenseful cult classic, The Hills Have Eyes is the story of a family road trip that goes terrifyingly awry when the travelers become stranded in a government atomic zone. Miles from nowhere, the Carter family soon realizes the seemingly uninhabited wasteland is actually the breeding ground of a blood-thirsty mutant family...and they are the prey.",Alexandre Aja,2006-03-10,2006,5.57018565E7,107.0,6.25,68684.0
tt0425210,"Crime,Drama,Mystery",Lucky Number Slevin,"Slevin is mistakenly put in the middle of a personal war between the city’s biggest criminal bosses. Under constant watch, Slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma. A film with many twists and turns.",Paul McGuigan,2006-02-24,2006,3.93994405E7,110.0,7.6,136648.0
tt0439815,"Comedy,Horror,Sci-Fi",Slither,"A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters.",James Gunn,2006-03-31,2006,3885000.0,95.0,6.4,32337.5
tt0384537,"Adventure,Horror,Mystery",Silent Hill,"The eerie and deserted ghost town of Silent Hill draws a young mother desperate to find a cure for her only child's illness. Unable to accept the doctor's diagnosis that her daughter should be permanently institutionalized for psychiatric care, Rose flees with her child, heading for the abandoned town in search of answers – and ignoring the protests of her husband. It's soon clear this place is unlike anywhere she's ever been. It's smothered by fog, inhabited by a variety of strange beings and periodically overcome by a living 'darkness' that literally transforms everything it touches. As Rose searches for her little girl, she begins to learn the history of the strange town and realizes that her daughter is just a pawn in a larger game.",Christophe Gans,2006-04-21,2006,7.22937265E7,125.0,6.449999999999999,92622.5
tt0317919,"Action,Adventure,Thriller",Mission: Impossible III,"Retired from active duty to train new IMF agents, Ethan Hunt is called back into action to confront sadistic arms dealer, Owen Davian. Hunt must try to protect his girlfriend while working with his new team to complete the mission.",J.J. Abrams,2006-05-03,2006,2.65615006E8,126.0,6.7,136245.5
tt0382625,"Mystery,Thriller",The Da Vinci Code,"When the curator of the Louvre is found murdered in the famed museum's hallowed halls, Harvard professor, Robert Langdon and cryptographer, Sophie Neve must untangle a deadly web of deceit involving the works of Leonardo da Vinci.",Ron Howard,2006-05-17,2006,4.926802295E8,149.0,6.55,170526.5
tt0376994,"Action,Adventure,Fantasy",X-Men: The Last Stand,"When a cure is found to treat mutations, lines are drawn amongst the X-Men and The Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",Brett Ratner,2006-05-24,2006,3.468597775E8,104.0,6.5,205060.5
tt0452594,"Comedy,Drama,Romance",The Break-Up,"Cohabitating couple Gary and Brooke find their once-blissful romance on the rocks when petty spats about lemons and dirty dishes mushroom into an all-out battle for custody of their upscale Chicago condo. An escalating argument ensues as Gary and Brooke continue to live under the same roof, all while cooking up schemes to drive each other off the premises.",Peyton Reed,2006-06-01,2006,1.61839843E8,106.0,5.699999999999999,53616.0
tt0317219,"Animation,Adventure,Comedy",Cars,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",John Lasseter,2006-06-08,2006,3.530165745E8,117.0,6.85,143718.0
tt0458352,"Comedy,Drama",The Devil Wears Prada,The Devil Wears Prada is about a young journalist who moves to New York to work in the fashion industry. Her boss however is extremely demanding and cruel and won’t let her succeed if she doesn’t fit into the high class elegant look of their magazine when all she really wants to be a good journalist.,David Frankel,2006-06-30,2006,2.25640547E8,109.0,6.9,152733.0
tt0383574,"Action,Adventure,Fantasy",Pirates of the Caribbean: Dead Man's Chest,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.",Gore Verbinski,2006-06-20,2006,7.44344906E8,151.0,7.15,278703.5
tt0452637,"Drama,Fantasy,Mystery",Lady in the Water,"Apartment building superintendent Cleveland Heep rescues what he thinks is a young woman from the pool he maintains. When he discovers that she is actually a character from a bedtime story who is trying to make the journey back to her home, he works with his tenants to protect his new friend from the creatures that are determined to keep her in our world.",M. Night Shyamalan,2006-07-21,2006,4.22775845E7,110.0,5.449999999999999,41558.0
tt0422720,"Biography,Drama,History",Marie Antoinette,"The retelling of France's iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and ultimately the fall of Versailles.",Sofia Coppola,2006-05-24,2006,3.821717E7,123.0,6.45,42301.5
tt0463985,"Action,Crime,Thriller",The Fast and the Furious: Tokyo Drift,"In order to avoid a jail sentence, Sean Boswell heads to Tokyo to live with his military father. In a low-rent section of the city, Shaun gets caught up in the underground world of drift racing",Justin Lin,2006-06-03,2006,1.10479146E8,104.0,6.05,97614.0
tt0348150,"Action,Adventure,Sci-Fi",Superman Returns,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest too felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",Bryan Singer,2006-06-28,2006,2.95575596E8,154.0,5.75,124113.0
tt0449059,"Comedy,Drama",Little Miss Sunshine,"A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant.",Jonathan Dayton,2006-07-26,2006,8.02065905E7,101.5,7.65,187886.0
tt0449467,Drama,Babel,"Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.",Alejandro González Iñárritu,2006-09-08,2006,8.4815091E7,143.0,7.2,127250.0
tt0417148,"Action,Adventure,Crime",Snakes on a Plane,"America is on the search for the murderer Eddie Kim. Sean Jones must fly to L.A. to testify in a hearing against Kim. Accompanied by FBI agent Neville Flynn, the flight receives some unexpected visitors.",David R. Ellis,2006-08-06,2006,4.8016007E7,105.0,5.35,59704.5
tt0415306,"Action,Comedy,Sport",Talladega Nights: The Ballad of Ricky Bobby,"Lifelong friends and national idols Ricky Bobby and Cal Naughton Jr. have earned their NASCAR stripes with their uncanny knack of finishing races in the first and second slots, respectively, and slinging catchphrases like Shake and bake! But when a rival French driver coasts onto the track to challenge their records, they'll have to floor it to retain their top-dog status.",Adam McKay,2006-08-04,2006,1.555880885E8,112.0,6.4,68999.5
tt0454921,"Biography,Drama",The Pursuit of Happyness,"The true story of Christopher Gardner, who invests heavily in a device known as a 'Bone Density Scanner', only to find himself struggle to sell the product as it's just marginally better than the current technology, and much more expensive. His wife leaves him,  he loses his house, bank account and credit cards and, now forced to live out in the streets with his young son,  he's desperate to find a steady job. He takes on a job as a stockbroker but, before he can receive pay, he needs to go through 6 months of training, and must sell his devices.",Gabriele Muccino,2006-12-14,2006,2.348336475E8,117.0,7.85,181856.0
tt0462590,"Crime,Drama,Music",Step Up,"Everyone deserves a chance to follow their dreams, but some people only get one shot. Tyler Gage is a rebel from the wrong side of Baltimore's tracks and the only thing that stands between him and an unfulfilled life are his dreams of one day making it out of there. Nora is a privileged ballet dancer attending Baltimore's ultra-elite Maryland School of the Arts",Anne Fletcher,2006-08-11,2006,8.97324235E7,104.0,6.6,48526.0
tt0443543,"Drama,Mystery,Romance",The Illusionist,"With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crowned prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.",Neil Burger,2006-08-18,2006,6.33725085E7,110.0,7.35,155795.5
tt0387808,"Adventure,Comedy,Sci-Fi",Idiocracy,"To test its top-secret Human Hibernation Project, the Pentagon picks the most average Americans it can find - an Army private and a prostitute - and sends them to the year 2505 after a series of freak events. But when they arrive, they find a civilization so dumbed-down that they're the smartest people around.",Mike Judge,2006-09-01,2006,467651.5,84.0,6.449999999999999,58018.0
tt0414993,"Drama,Sci-Fi",The Fountain,"Spanning over one thousand years, and three parallel stories, The Fountain is a story of love, death, spirituality, and the fragility of our existence in this world.",Darren Aronofsky,2006-09-06,2006,1.2722445E7,96.0,7.05,100022.5
tt0472043,"Action,Adventure,Drama",Apocalypto,"Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.",Mel Gibson,2006-12-07,2006,8.5517645E7,139.0,7.55,124589.0
tt0407887,"Crime,Drama,Thriller",The Departed,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",Martin Scorsese,2006-10-05,2006,2.11108677E8,151.0,8.2,470934.5
tt0206634,"Drama,Sci-Fi,Thriller",Children of Men,"In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",Alfonso Cuarón,2006-09-22,2006,5.26248755E7,109.0,7.65,192515.0
tt0482571,"Drama,Mystery,Sci-Fi",The Prestige,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",Christopher Nolan,2006-10-19,2006,8.13781555E7,130.0,8.25,458831.0
tt0396171,"Crime,Drama,Fantasy",Perfume: The Story of a Murderer,"Jean-Baptiste Grenouille, born in the stench of 18th century Paris, develops a superior olfactory sense, which he uses to create the world's finest perfumes. However, his work takes a dark turn as he tries to preserve scents in the search for the ultimate perfume.",Tom Tykwer,2006-09-13,2006,6.71951615E7,147.0,7.3,100292.5
tt0401445,"Comedy,Drama,Romance",A Good Year,"Failed London banker Max Skinner inherits his uncle's vineyard in Provence, where he spent many childhood holidays. Upon his arrival, he meets a woman from California who tells Max she is his long-lost cousin and that the property is hers.",Ridley Scott,2006-09-09,2006,2.47620525E7,117.5,6.7,37517.0
tt0381061,"Action,Adventure,Thriller",Casino Royale,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond – on his maiden mission as a 00 Agent – to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",Martin Campbell,2006-11-14,2006,3.8302798E8,144.0,7.65,249518.0
tt0366548,"Animation,Comedy,Family",Happy Feet,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!",George Miller,2006-11-16,2006,2.91162804E8,108.0,6.2,71299.0
tt0450259,"Adventure,Drama,Thriller",Blood Diamond,"An ex-mercenary turned smuggler. A Mende fisherman. Amid the explosive civil war overtaking 1999 Sierra Leone, these men join for two desperate missions: recovering a rare pink diamond of immense value and rescuing the fisherman's son conscripted as a child soldier into the brutal rebel forces ripping a swath of torture and bloodshed countrywide.",Edward Zwick,2006-12-07,2006,1.14123958E8,143.0,7.7,212179.0
tt0479143,"Drama,Sport",Rocky Balboa,"When he loses a highly publicized virtual boxing match to ex-champ Rocky Balboa, reigning heavyweight titleholder, Mason Dixon retaliates by challenging Rocky to a nationally televised, 10-round exhibition bout. To the surprise of his son and friends, Rocky agrees to come out of retirement and face an opponent who's faster, stronger and thirty years his junior.",Sylvester Stallone,2006-12-20,2006,1.12995566E8,102.0,6.85,86107.0
tt0463998,"Biography,Crime,Drama",Freedom Writers,"A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.",Richard LaGravenese,2007-01-05,2007,3.8875392E7,123.0,7.55,28008.0
tt0460829,"Drama,Mystery,Thriller",INLAND EMPIRE,An actress's perception of reality becomes increasingly distorted as she finds herself falling for her co-star in a remake of an unfinished Polish production that was supposedly cursed.,David Lynch,2006-09-06,2006,849055,180.0,7.05,22238.0
tt0398808,"Adventure,Drama,Family",Bridge to Terabithia,"Jesse Aarons trained all summer to become the fastest runner in school, so he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences, including that she's rich, he's poor, and she's a city girl, he's a country boy, the two become fast friends. Together, they create Terabithia, a land of monsters, trolls, ogres, and giants and rule as king and queen.",Gabor Csupo,2007-02-16,2007,1.099085315E8,96.0,7.1,59221.5
tt0382932,"Animation,Comedy,Family",Ratatouille,"A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down.",Brad Bird,2007-06-22,2007,4.15081409E8,111.0,7.75,254274.5
tt0259324,"Action,Fantasy,Thriller",Ghost Rider,"In order to save his dying father, young stunt cyclist, Johnny Blaze sells his soul to Mephistopheles and sadly parts from the pure-hearted, Roxanne Simpson, the love of his life. Years later, Johnny's path crosses again with Roxanne, now a go-getting reporter, and also with Mephistopheles, who offers to release Johnny's soul if Johnny becomes the fabled, fiery 'Ghost Rider'.",Mark Steven Johnson,2007-02-16,2007,1.722691965E8,114.0,5.2,96213.5
tt0425112,"Action,Comedy,Mystery",Hot Fuzz,"Top London cop, PC Nicholas Angel is good. Too good.  To stop the rest of his team from looking bad, he is reassigned to the quiet town of Sandford, paired with simple country cop, and everything seems quiet until two actors are found decapitated. It is addressed as an accident, but Angel isn't going to accept that, especially when more and more people turn up dead.",Edgar Wright,2007-02-14,2007,5.2096887E7,121.0,7.65,187748.0
tt0443706,"Crime,Drama,History",Zodiac,"The true story of the investigation of 'The Zodiac Killer',  a serial killer who terrified the San Francisco Bay Area, taunting police with his ciphers and letters. The case becomes an obsession for four men as their lives and careers are built and destroyed by the endless trail of clues.",David Fincher,2007-03-02,2007,5.8917957E7,157.0,7.5,165881.5
tt0416449,"Action,Fantasy,War",300,"Based on Frank Miller's graphic novel, 300 is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.",Zack Snyder,2006-12-09,2006,3.166002095E8,117.0,7.35,321098.0
tt0822854,"Action,Crime,Drama",Shooter,"A marksman living in exile is coaxed back into action after learning of a plot to kill the president. Ultimately double-crossed and framed for the attempt, he goes on the run to track the real killer and find out who exactly set him up, and why.",Antoine Fuqua,2007-03-22,2007,7.1338498E7,124.0,7.050000000000001,134657.5
tt0448134,"Adventure,Sci-Fi,Thriller",Sunshine,"Fifty years into the future, the sun is dying, and Earth is threatened by arctic temperatures. A team of astronauts is sent to revive the Sun — but the mission fails. Seven years later, a new team is sent to finish the mission as mankind’s last hope.",Danny Boyle,2007-04-05,2007,1.78489015E7,107.0,7.15,100535.0
tt0486822,"Drama,Mystery,Thriller",Disturbia,"Kale is a 17-year-old placed under house arrest after punching his teacher. He is confined to his house, and decides to use his free time spying on his neighbors. Things start to get weird when guests enter the Turner's house and don't come back out. Kale and his friends, Ronnie and Ashley, start to grow more and more interested in what is actually happening within the house of Robert Turner.",D.J. Caruso,2007-04-12,2007,9.8905067E7,105.0,6.75,97264.5
tt0488120,"Crime,Drama,Mystery",Fracture,"A husband is on trial for the attempted murder of his wife, in what is seemingly an open/shut case for the ambitious district attorney trying to put him away. However, there are surprises for both around every corner, and, as a suspenseful game of cat-and-mouse is played out, each must manipulate and outwit the other.",Gregory Hoblit,2007-04-20,2007,6.51771075E7,113.0,7.15,74925.5
tt0413300,"Action,Adventure",Spider-Man 3,"The seemingly invincible Spider-Man goes up against an all-new crop of villain – including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",Sam Raimi,2007-05-01,2007,6.13700813E8,139.0,6.050000000000001,204953.0
tt0478311,"Comedy,Romance",Knocked Up,"For fun loving party animal Ben Stone, the last thing he ever expected was for his one night stand to show up on his doorstep eight weeks later to tell him she's pregnant.",Judd Apatow,2007-06-01,2007,1.83903259E8,129.0,6.6,155326.5
tt0427327,"Comedy,Drama,Family",Hairspray,"Pleasantly plump teenager, Tracy Turnblad and her best friend, Penny Pingleton audition to be on The Corny Collins Show – and Tracy wins. But when scheming Amber Von Tussle and her mother plot to destroy Tracy, it turns to chaos.",Adam Shankman,2007-07-13,2007,1.04635004E8,117.0,6.6,51846.0
tt0463854,"Drama,Horror,Sci-Fi",28 Weeks Later,"In this chilling sequel to 28 Days Later, the inhabitants of the British Isles appear to have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. Six months later, a group of Americans dare to set foot on the isles, convinced the danger has come and gone. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.",Juan Carlos Fresnadillo,2007-04-26,2007,4.643922E7,100.0,6.75,111541.5
tt0449088,"Action,Adventure,Fantasy",Pirates of the Caribbean: At World's End,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.",Gore Verbinski,2007-05-19,2007,6.352E8,169.0,7.0,251724.0
tt0780571,"Crime,Drama,Thriller",Mr. Brooks,A psychological thriller about a man who is sometimes controlled by his murder-and-mayhem-loving alter ego.,Bruce A. Evans,2007-06-01,2007,3.50586315E7,120.0,7.05,64344.5
tt0496806,"Crime,Thriller",Ocean's Thirteen,"Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.",Steven Soderbergh,2007-06-07,2007,2.14226312E8,122.0,6.7,135810.5
tt0498353,Horror,Hostel: Part II,"Following a geographical tour of Slovakia, three young American women are lured into a hostel by a handsome young man who sells them to the twisted masters, ties them up and brings upon an unthinkable world of pain.",Eli Roth,2007-06-08,2007,2.65797605E7,93.5,5.55,36808.0
tt1028528,Thriller,Death Proof,"Austin's hottest DJ, Jungle Julia, sets out into the night to unwind with her two friends Shanna and Arlene. Covertly tracking their moves is Stuntman Mike, a scarred rebel leering from behind the wheel of his muscle car, revving just feet away.",Quentin Tarantino,2007-05-21,2007,25037897,113.0,6.9,110797.5
tt0462504,"Adventure,Biography,Drama",Rescue Dawn,A US Fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.,Werner Herzog,2006-09-09,2006,6328571.5,123.0,7.1,44113.0
tt0450385,"Fantasy,Horror",1408,"A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.",Mikael Håfström,2007-07-12,2007,8.3329799E7,104.0,6.65,111222.5
tt0337978,"Action,Adventure,Thriller",Live Free or Die Hard,"John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.",Len Wiseman,2007-06-20,2007,2.59025732E8,128.0,6.800000000000001,174844.5
tt0418279,"Action,Adventure,Sci-Fi",Transformers,"Young teenager, Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.",Michael Bay,2007-06-27,2007,5.1423489E8,144.0,6.85,267612.5
tt0373889,"Adventure,Family,Fantasy",Harry Potter and the Order of the Phoenix,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students – dubbed 'Dumbledore's Army' – to defend themselves against the dark arts.",David Yates,2007-06-28,2007,6.15106369E8,138.0,7.45,195479.0
tt0445922,"Drama,Fantasy,Musical",Across the Universe,"Musical based on The Beatles songbook and set in the 60s England, America, and Vietnam. The love story of Lucy and Jude is intertwined with the anti-war movement and social protests of the 60s.",Julie Taymor,2007-09-14,2007,1.217E7,133.0,7.25,47795.5
tt0486655,"Adventure,Family,Fantasy",Stardust,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm. His journey takes him into a world beyond his wildest dreams and reveals his true identity.",Matthew Vaughn,2007-08-09,2007,8.6955013E7,127.0,7.45,110939.5
tt0440963,"Action,Mystery,Thriller",The Bourne Ultimatum,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.",Paul Greengrass,2007-08-03,2007,3.34982069E8,115.0,7.699999999999999,264319.0
tt0829482,Comedy,Superbad,"High school best buddies are facing separation anxiety as they prepare to go off to college. While attempting to score alcohol for a party with help from a fake ID-toting friend, the guys' evening takes a turn into chaotic territory.",Greg Mottola,2007-08-17,2007,1.21461613E8,113.0,7.3,222117.0
tt1077258,"Action,Comedy,Horror",Planet Terror,"Two doctors find their graveyard shift inundated with townspeople ravaged by sores. Among the wounded is Cherry, a dancer whose leg was ripped from her body. As the invalids quickly become enraged aggressors, Cherry and her ex-boyfriend Wray lead a team of accidental warriors into the night.",Robert Rodriguez,2007-04-06,2007,0,105.0,6.8,87831.0
tt0783233,"Drama,Mystery,Romance",Atonement,"As a 13-year-old, fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",Joe Wright,2007-08-29,2007,9.00930305E7,123.0,7.6,101982.5
tt0765443,"Crime,Drama,Mystery",Eastern Promises,A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,David Cronenberg,2007-09-14,2007,3.6111178E7,100.0,7.45,99436.5
tt0758758,"Adventure,Biography,Drama",Into the Wild,"The true story of top student and athlete, Christopher McCandless, who after graduating from Emory University in 1992, abandoned his possessions, gave his entire $24,000 savings account to charity and hitchhiked to Alaska to live in the wilderness.",Sean Penn,2007-09-11,2007,3.7302571E7,148.0,7.949999999999999,231221.5
tt0408839,"Comedy,Romance",The Heartbreak Kid,"Eddie, the 40-year-old confirmed bachelor finally says I do to the beautiful and sexy Lila. But during their honeymoon in Mexico, the woman of his dreams turns out to be a total nightmare, and the guy who could never pull the trigger realizes he’s jumped the gun.",Bobby Farrelly,2007-10-05,2007,8.2268325E7,116.0,5.75,37539.0
tt0452623,"Crime,Drama,Mystery",Gone Baby Gone,"When 4 year old Amanda McCready disappears from her home and the police make little headway in solving the case, the girl's aunt, Beatrice McCready hires two private detectives, Patrick Kenzie and Angie Gennaro. The detectives freely admit that they have little experience with this type of case, but the family wants them for two reasons - they're not cops and they know the tough neighborhood in which they all live. As the case progresses, Kenzie and Gennaro face drug dealers, gangs and pedophiles. When they are about to solve the case, they are faced with a moral dilemma that tears them apart.",Ben Affleck,2007-10-19,2007,2.74598495E7,113.5,7.45,103870.5
tt0443680,"Biography,Crime,Drama",The Assassination of Jesse James by the Coward Robert Ford,"Outlaw Jesse James is rumored be the 'fastest gun in the West'. An eager recruit into James' notorious gang, Robert Ford eventually grows jealous of the famed outlaw and, when Robert and his brother sense an opportunity to kill James, their murderous action elevates their target to near mythical status.",Andrew Dominik,2007-09-02,2007,9305896.5,160.0,7.25,72178.0
tt0765429,"Biography,Crime,Drama",American Gangster,"Following the death of his employer and mentor, Bumpy Johnson, Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. Based on a true story.",Ridley Scott,2007-11-02,2007,1.982975185E8,157.0,7.6,169681.0
tt0477348,"Crime,Drama,Thriller",No Country for Old Men,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",Ethan Coen,2007-11-08,2007,1.22935E8,122.0,7.9,331684.5
tt0426931,"Drama,Music",August Rush,"A drama with fairy tale elements, where an orphaned musical prodigy uses his gift as a clue to finding his birth parents.",Kirsten Sheridan,2007-11-21,2007,4.8891013E7,114.0,7.35,46025.0
tt0442933,"Animation,Action,Adventure",Beowulf,"6th-century Scandinavian warrior, Beowulf embarks on a mission to slay the manlike ogre Grendel, a descendant of Cain.",Robert Zemeckis,2007-11-05,2007,1.38947938E8,115.0,5.85,73710.5
tt0884328,Horror,The Mist,"After a violent storm, a dense cloud of mist envelops a small Maine town, trapping artist David Drayton and his five-year-old son in a local grocery store with other people. They soon discover that the mist conceals deadly horrors that threaten their lives, and worse, their sanity.",Frank Darabont,2007-11-21,2007,4.1343095E7,126.0,6.95,117392.0
tt0461770,"Animation,Comedy,Family",Enchanted,"The beautiful princess Giselle is banished by an evil queen from her magical, musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan. Shocked by this strange new environment that doesn't operate on a happily ever after basis, Giselle is now adrift in a chaotic world badly in need of enchantment. But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?",Kevin Lima,2007-11-20,2007,2.34098826E8,107.0,6.85,75932.5
tt0385752,"Adventure,Family,Fantasy",The Golden Compass,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",Chris Weitz,2007-12-04,2007,2.21157432E8,113.0,5.949999999999999,78212.5
tt0480249,"Drama,Horror,Sci-Fi",I Am Legend,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",Francis Lawrence,2007-12-14,2007,4.20869505E8,101.0,7.050000000000001,285349.0
tt0467406,"Comedy,Drama",Juno,"A young girl named Juno gets herself pregnant and tries to stand on her own, but soon learns a few lessons about being grown up.",Jason Reitman,2007-12-05,2007,1.87450792E8,96.0,7.25,217387.0
tt0408236,"Drama,Horror,Musical",Sweeney Todd: The Demon Barber of Fleet Street,"The infamous story of Benjamin Barker, a.k.a Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical.",Tim Burton,2007-12-20,2007,1.0244E8,116.0,7.2,149017.0
tt0469494,"Drama,History",There Will Be Blood,"When ruthless oil prospector, Daniel Plainview learns of oil-rich land in California that can be bought cheaply, he moves his operation there and begins manipulating and exploiting the local landowners into selling him their property. Using his young adopted son to project the image of a caring family man, Plainview gains the cooperation of almost all the locals with lofty promises to build schools and cultivate the land to make their community flourish. Over time, Plainview's gradual accumulation of wealth and power causes his true self to surface, and he begins to slowly alienate himself from everyone in his life.",Paul Thomas Anderson,2007-12-28,2007,5.87143555E7,158.0,8.0,201131.5
